"Minimum LintelThickness, mm","Minimum Lintel Depth,mm","Maximum Clear Span, m",,,
"",,Supporting Light-Frame Roof Only,Supporting ICF Second Storey and Light-Frame Roof,,
"",,"Maximum Ground Snow Load, kN/m2",,,
"",,1.50,3.33,1.50,3.33
140,200,1.41,1.18,1.03,0.93
"",300,1.78,1.50,1.30,1.18
"",400,2.08,1.75,1.53,1.38
"",500,2.33,1.97,1.72,1.56
"",600,2.55,2.16,1.89,1.71
150,200,1.41,1.18,1.02,0.92
"",300,1.78,1.50,1.29,1.17
"",400,2.08,1.75,1.51,1.37
"",500,2.33,1.97,1.70,1.54
"",600,2.54,2.15,1.87,1.70
160,200,1.41,1.18,1.01,0.91
"",300,1.78,1.50,1.28,1.16
"",400,2.07,1.75,1.50,1.36
"",500,2.32,1.96,1.68,1.53
"",600,2.53,2.15,1.85,1.68
190,200,1.41,1.19,0.98,0.89
"",300,1.78,1.50,1.24,1.13
"",400,2.06,1.74,1.45,1.32
"",500,2.30,1.95,1.63,1.49
"",600,2.51,2.13,1.78,1.63
200,200,1.41,1.19,0.97,0.89
300,1.77,1.49,1.23,1.12,
400,2.06,1.74,1.43,1.31,
500,2.30,1.95,1.61,1.48,
600,2.50,2.13,1.77,1.62,
"",,"Maximum Clear Span, m"
Minimum Lintel,"Minimum Lintel Depth,",Supporting Light-Frame Roof Only Supporting ICF Second Storey and Light-Frame Roof
"Thickness, mm",mm,"Maximum Ground Snow Load, kN/m2"
"",,1.50 3.33 1.50 3.33
"",200,1.41 1.19 0.94 0.86
"",300,1.76 1.49 1.18 1.09
240,400,2.04 1.73 1.38 1.27
"",500,2.27 1.93 1.55 1.43
"",600,2.47 2.11 1.70 1.56
"",,"Maximum Clear Span, m"
Minimum Lintel,"Minimum Lintel Depth,",Supporting Light-Frame Roof Only Supporting ICF Second Storey and Light-Frame Roof
"Thickness, mm",mm,"Maximum Ground Snow Load, kN/m2"
"",,1.50 3.33 1.50 3.33
"",200,1.63 1.46 1.31 1.23
"",300,2.43 2.08 1.81 1.64
140,400,2.90 2.44 2.13 1.93
"",500,3.26 2.75 2.41 2.18
"",600,3.58 3.03 2.65 2.4
"",200,1.67 1.49 1.33 1.25
"",300,2.48 2.08 1.79 1.62
150,400,2.90 2.44 2.11 1.91
"",500,3.26 2.75 2.38 2.16
"",600,3.57 3.02 2.62 2.38
"",200,1.70 1.53 1.35 1.26
"",300,2.48 2.08 1.78 1.61
160,400,2.90 2.44 2.09 1.90
"",500,3.25 2.75 2.36 2.14
"",600,3.56 3.02 2.59 2.36
"",,"Maximum Clear Span, m"
Minimum Lintel,"Minimum Lintel Depth,",Supporting Light-Frame Roof Only Supporting ICF Second Storey and Light-Frame Roof
"Thickness, mm",mm,"Maximum Ground Snow Load, kN/m2"
"",,1.50 3.33 1.50 3.33
"",200,1.80 1.61 1.36 1.24
"",300,2.48 2.09 1.73 1.58
190,400,2.89 2.44 2.03 1.85
"",500,3.23 2.74 2.29 2.09
"",600,3.53 3.00 2.51 2.30
"",200,1.83 1.64 1.35 1.23
"",300,2.48 2.09 1.71 1.57
200,400,2.88 2.44 2.01 1.84
"",500,3.22 2.74 2.26 2.07
"",600,3.52 2.99 2.48 2.28
"",200,1.93 1.65 1.30 1.20
"",300,2.47 2.08 1.66 1.52
240,400,2.86 2.43 1.94 1.78
"",500,3.19 2.72 2.18 2.01
"",600,3.47 2.97 2.39 2.20
"",,"Maximum Clear Span, m"
Minimum Lintel,"Minimum Lintel Depth,",Supporting Light-Frame Roof Only Supporting ICF Second Storey and Light-Frame Roof
"Thickness, mm",mm,"Maximum Ground Snow Load, kN/m2"
"",,1.50 3.33 1.50 3.33
"",200,1.63 1.46 1.31 1.23
"",300,2.43 2.18 1.96 1.84
140,400,3.22 2.90 2.60 2.42
"",500,4.00 3.60 3.25 2.70
"",600,4.71 4.20 3.61 2.97
"",,"Maximum Clear Span, m"
Minimum Lintel,"Minimum Lintel Depth,",Supporting Light-Frame Roof Only Supporting ICF Second Storey and Light-Frame Roof
"Thickness, mm",mm,"Maximum Ground Snow Load, kN/m2"
"",,1.50 3.33 1.50 3.33
"",200,1.67 1.49 1.33 1.25
"",300,2.48 2.23 1.99 1.87
150,400,3.29 2.96 2.64 2.45
"",500,4.80 3.68 3.29 2.74
"",600,4.87 4.20 3.64 3.02
"",200,1.70 1.53 1.35 1.27
"",300,2.53 2.28 2.02 1.90
160,400,3.36 3.02 2.68 2.48
"",500,4.16 3.76 3.27 2.78
"",600,4.95 4.20 3.61 3.08
"",200,1.80 1.61 1.39 1.32
"",300,2.67 2.40 2.09 1.97
190,400,3.53 3.19 2.77 2.56
"",500,4.38 3.81 3.18 2.90
"",600,4.92 4.19 3.50 3.21
"",200,1.83 1.64 1.41 1.33
"",300,2.87 2.44 2.11 2.00
200,400,3.78 3.24 2.79 2.55
"",500,4.46 3.81 3.15 2.89
"",600,4.86 4.18 3.47 3.18
"",200,2.07 1.74 1.46 1.38
"",300,3.07 2.59 2.18 2.07
240,400,3.95 3.38 2.70 2.48
"",500,4.40 3.80 3.04 2.80
"",600,4.78 4.16 3.34 3.08
"",,,,,,,"Maximum Span, m",
"",,,,(2),,,(2),
Commercial,,,,With Strapping,,,With Bridging With Strapping  and Bridging,
"",Grade,"Joist Size, mm",,,,,,
Designation,,,,"Joist Spacing, mm",,,"Joist Spacing, mm Joist Spacing, mm",
"",,,300,400 600,,300,400 600 300 400,600
"",,38 x 89,2.13,1.97 1.73,,2.19,1.99 1.73 2.19 1.99,1.73
"",,38 x 140,3.23,3.07 2.73,,3.44,3.12 2.73 3.44 3.12,2.73
"",Select Structural,38 x 184,3.88,3.69 3.51,,4.18,3.92 3.59 4.37 4.07,3.59
"",,38 x 235,4.57,4.34 4.13,,4.86,4.57 4.29 5.05 4.70,4.39
"",,38 x 286,5.21,4.95 4.71,,5.49,5.16 4.85 5.66 5.28,4.92
"",,38 x 89,2.00,1.85 1.66,,2.09,1.90 1.66 2.09 1.90,1.66
"",,38 x 140,3.09,2.91 2.62,,3.29,2.99 2.62 3.29 2.99,2.62
Douglas Fir –,No. 1 and No. 2,38 x 184,3.71,3.53 3.36,,4.00,3.76 3.44 4.19 3.90,3.44
Larch (includes,,,,,,,,
"",,38 x 235,4.38,4.16 3.96,,4.66,4.38 4.11 4.84 4.51,4.20
Douglas Fir and,,,,,,,,
Western Larch),,38 x 286,4.99,4.75 4.52,,5.26,4.94 4.65 5.43 5.06,4.72
"",,38 x 89,1.90,1.69 1.38,,1.95,1.69 1.38 1.95 1.69,1.38
"",,38 x 140,2.78,2.41 1.97,,2.78,2.41 1.97 2.78 2.41,1.97
"",No. 3,38 x 184,3.38,2.93 2.39,,3.38,2.93 2.39 3.38 2.93,2.39
"",,38 x 235,4.14,3.58 2.93,,4.14,3.58 2.93 4.14 3.58,2.93
"",,38 x 286,4.80,4.16 3.39,,4.80,4.16 3.39 4.80 4.16,3.39
"",Construction,38 x 89,1.90,1.77 1.61,,2.03,1.84 1.61 2.03 1.84,1.61
"",Standard,38 x 89,1.81,1.63 1.33,,1.88,1.63 1.33 1.88 1.63,1.33
"",,38 x 89,2.08,1.93 1.71,,2.16,1.96 1.71 2.16 1.96,1.71
"",,38 x 140,3.18,3.03 2.69,,3.39,3.08 2.69 3.39 3.08,2.69
"",Select Structural,38 x 184,3.82,3.64 3.46,,4.12,3.87 3.54 4.31 4.02,3.54
"",,38 x 235,4.50,4.28 4.08,,4.80,4.51 4.23 4.98 4.64,4.33
"",,38 x 286,5.14,4.89 4.65,,5.42,5.09 4.78 5.59 5.21,4.86
"",,38 x 89,2.00,1.85 1.66,,2.09,1.90 1.66 2.09 1.90,1.66
"",,38 x 140,3.09,2.91 2.62,,3.29,2.99 2.62 3.29 2.99,2.62
Hem – Fir,,,,,,,,
"",No. 1 and No. 2,38 x 184,3.71,3.53 3.36,,4.00,3.76 3.44 4.19 3.90,3.44
(includes,,,,,,,,
Western,,38 x 235,4.38,4.16 3.96,,4.66,4.38 4.11 4.84 4.51,4.20
Hemlock and,,,,,,,,
4.72Amabilis Fir),,38 x 286,4.99,4.75 4.52,,5.26,4.94 4.65 5.43 5.06,
"",,38 x 89,1.90,1.77 1.61,,2.03,1.84 1.61 2.03 1.84,1.61
"",,38 x 140,2.99,2.78 2.43,,3.19,2.90 2.43 3.19 2.90,2.43
"",No. 3,38 x 184,3.60,3.42 2.95,,3.88,3.61 2.95 4.06 3.61,2.95
"",,38 x 235,4.24,4.03 3.61,,4.51,4.24 3.61 4.68 4.37,3.61
"",,38 x 286,4.84,4.60 4.19,,5.10,4.79 4.19 5.26 4.90,4.19
"",Construction,38 x 89,1.90,1.77 1.61,,2.03,1.84 1.61 2.03 1.84,1.61
"",Standard,38 x 89,1.81,1.68 1.39,,1.96,1.71 1.39 1.96 1.71,1.39
"",,,,,,,,"Maximum Span, m"
Commercial,,,,With Strapping(2),,,,With Bridging With Strapping(2) and Bridging
"",Grade,"Joist Size, mm",,,,,,
Designation,,,,"Joist Spacing, mm",,,,"Joist Spacing, mm Joist Spacing, mm"
"",,,300,400,600,,300,400 600 300 400 600
"",,38 x 89,1.95,1.81,1.64,,2.06,1.87 1.64 2.06 1.87 1.64
"",,38 x 140,3.05,2.85,2.57,,3.24,2.95 2.57 3.24 2.95 2.57
"",Select Structural,38 x 184,3.66,3.48,3.31,,3.94,3.70 3.38 4.12 3.84 3.38
"",,38 x 235,4.31,4.10,3.90,,4.59,4.31 4.05 4.76 4.44 4.14
"",,38 x 286,4.91,4.67,4.45,,5.18,4.87 4.57 5.34 4.98 4.64
"",,38 x 89,1.86,1.72,1.58,,1.99,1.81 1.58 1.99 1.81 1.58
Spruce – Pine –,,,,,,,,
Fir (includes,,38 x 140,2.92,2.71,2.49,,3.14,2.85 2.49 3.14 2.85 2.49
Spruce (all,,,,,,,,
"",No. 1 and No. 2,38 x 184,3.54,3.36,3.20,,3.81,3.58 3.27 3.99 3.72 3.27
species except,,,,,,,,
Coast Sitka,,38 x 235,4.17,3.96,3.77,,4.44,4.17 3.92 4.60 4.29 4.00
"Spruce), Jack",,,,,,,,
"4.49Pine, Lodgepole",,38 x 286,4.75,4.52,4.30,,5.01,4.71 4.42 5.17 4.82
"Pine, Balsam Fir",,38 x 89,1.81,1.68,1.55,,1.96,1.78 1.55 1.96 1.78 1.55
and Alpine Fir),,,,,,,,
"",,38 x 140,2.84,2.64,2.43,,3.08,2.80 2.43 3.08 2.80 2.43
"",No. 3,38 x 184,3.47,3.30,2.95,,3.74,3.52 2.95 3.92 3.61 2.95
"",,38 x 235,4.09,3.89,3.61,,4.36,4.09 3.61 4.52 4.22 3.61
"",,38 x 286,4.67,4.44,4.19,,4.92,4.62 4.19 5.08 4.73 4.19
"",Construction,38 x 89,1.81,1.68,1.55,,1.96,1.78 1.55 1.96 1.78 1.55
"",Standard,38 x 89,1.70,1.58,1.44,,1.88,1.71 1.44 1.88 1.71 1.44
"",,,,,,,"Maximum Span, m",,
"",,,,(2),,,,,
Commercial,,,,With Strapping,,,With Bridging,With Strapping(2) and Bridging,
"",Grade,"Joist Size, mm",,,,,,,
Designation,,,,"Joist Spacing, mm",,,"Joist Spacing, mm","Joist Spacing, mm",
"",,,300,400 600,,300,400 600,300 400,600
"",,38 x 89,1.65,1.53 1.42,,1.84,1.68 1.46,1.84 1.68,1.46
"",,38 x 140,2.59,2.41 2.24,,2.90,2.63 2.30,2.90 2.63,2.30
"",Select Structural,38 x 184,3.27,3.11 2.94,,3.52,3.31 3.03,3.69 3.44,3.03
"",,38 x 235,3.85,3.66 3.48,,4.10,3.85 3.62,4.26 3.97,3.70
"",,38 x 286,4.39,4.18 3.97,,4.63,4.35 4.09,4.78 4.45,4.15
"",,38 x 89,1.59,1.48 1.37,,1.80,1.64 1.43,1.80 1.64,1.43
Northern,,38 x 140,2.51,2.33 2.16,,2.83,2.57 2.25,2.83 2.57,2.25
Species,,,,,,,,,
(includes any,No. 1 and No. 2,38 x 184,3.19,3.04 2.84,,3.44,3.23 2.96,3.60 3.36,2.96
Canadian,,,,,,,,,
"",,38 x 235,3.76,3.58 3.41,,4.01,3.77 3.54,4.16 3.88,3.62
species covered,,,,,,,,,
by the NLGA,,38 x 286,4.29,4.08 3.88,,4.53,4.25 4.00,4.67 4.35,4.06
Standard,,,,,,,,,
Grading Rules),,38 x 89,1.54,1.43 1.32,,1.74,1.57 1.36,1.76 1.60,1.36
"",,38 x 140,2.42,2.24 1.94,,2.74,2.38 1.94,2.75 2.38,1.94
"",No. 3,38 x 184,3.12,2.90 2.37,,3.35,2.90 2.37,3.35 2.90,2.37
"",,38 x 235,3.67,3.49 2.89,,3.91,3.54 2.89,4.06 3.54,2.89
"",,38 x 286,4.19,3.98 3.36,,4.42,4.11 3.36,4.55 4.11,3.36
"",Construction,38 x 89,1.54,1.43 1.32,,1.74,1.57 1.40,1.76 1.60,1.40
"",Standard,38 x 89,1.48,1.37 1.15,,1.63,1.41 1.15,1.63 1.41,1.15
"",,,,"Maximum Span, m",
"",,,,Joists with Ceilings Attached to Wood Furring,Joists with Concrete Topping
Commercial,,,,,
"",Grade,"Joist Size, mm",,Without Bridging With Bridging,With or Without Bridging(2)
Designation,,,,,
"",,,,"Joist Spacing, mm Joist Spacing, mm","Joist Spacing, mm"
"",,,300,400 600 300 400 600,300 400 600
"",,38 x 89,2.19,1.99 1.73 2.19 1.99 1.73,2.19 1.99 1.73
"",,38 x 140,3.44,3.12 2.73 3.44 3.12 2.73,3.44 3.12 2.73
"",Select Structural,38 x 184,4.24,3.99 3.59 4.52 4.11 3.59,4.52 4.11 3.59
"",,38 x 235,4.98,4.69 4.29 5.47 5.20 4.58,5.77 5.24 4.58
"",,38 x 286,5.67,5.34 4.88 6.19 5.89 5.54,6.83 6.37 5.58
"",,38 x 89,2.09,1.90 1.66 2.09 1.90 1.66,2.09 1.90 1.66
"",,38 x 140,3.29,2.99 2.62 3.29 2.99 2.62,3.29 2.99 2.55
Douglas Fir –,No. 1 and No. 2,38 x 184,4.06,3.83 3.44 4.33 3.93 3.44,4.33 3.81 3.11
Larch (includes,,,,,
"",,38 x 235,4.78,4.50 4.11 5.24 4.98 4.31,5.37 4.65 3.80
Douglas Fir and,,,,,
Western Larch),,38 x 286,5.44,5.12 4.68 5.93 5.64 5.00,6.24 5.40 4.41
"",,38 x 89,1.95,1.69 1.38 1.95 1.69 1.38,1.72 1.49 1.21
"",,38 x 140,2.78,2.41 1.97 2.78 2.41 1.97,2.45 2.12 1.73
"",No. 3,38 x 184,3.38,2.93 2.39 3.38 2.93 2.39,2.98 2.58 2.11
"",,38 x 235,4.14,3.58 2.93 4.14 3.58 2.93,3.65 3.16 2.58
"",,38 x 286,4.80,4.16 3.39 4.80 4.16 3.39,4.23 3.66 2.99
"",Construction,38 x 89,2.03,1.84 1.61 2.03 1.84 1.61,2.03 1.84 1.61
"",Standard,38 x 89,1.88,1.63 1.33 1.88 1.63 1.33,1.66 1.44 1.17
"",,,,"Maximum Span, m"
"",,,,Joists with Ceilings Attached to Wood Furring Joists with Concrete Topping
Commercial,,,,
"",Grade,"Joist Size, mm",,Without Bridging With Bridging With or Without Bridging(2)
Designation,,,,
"",,,,"Joist Spacing, mm Joist Spacing, mm Joist Spacing, mm"
"",,,300,400 600 300 400 600 300 400 600
"",,38 x 89,2.16,1.96 1.71 2.16 1.96 1.71 2.16 1.96 1.71
"",,38 x 140,3.39,3.08 2.69 3.39 3.08 2.69 3.39 3.08 2.69
"",Select Structural,38 x 184,4.18,3.94 3.54 4.46 4.05 3.54 4.46 4.05 3.54
"",,38 x 235,4.92,4.63 4.23 5.39 5.13 4.52 5.69 5.17 4.52
"",,38 x 286,5.60,5.27 4.82 6.10 5.81 5.47 6.74 6.28 5.50
"",,38 x 89,2.09,1.90 1.66 2.09 1.90 1.66 2.09 1.90 1.66
"",,38 x 140,3.29,2.99 2.62 3.29 2.99 2.62 3.29 2.99 2.62
Hem – Fir,,,,
"",No. 1 and No. 2,38 x 184,4.06,3.83 3.44 4.33 3.93 3.44 4.33 3.93 3.26
(includes,,,,
Western,,38 x 235,4.78,4.50 4.11 5.24 4.98 4.39 5.53 4.88 3.99
Hemlock and,,,,
4.63Amabilis Fir),,38 x 286,5.44,5.12 4.68 5.93 5.64 5.25 6.54 5.66
"",,38 x 89,2.03,1.84 1.61 2.03 1.84 1.61 2.03 1.83 1.50
"",,38 x 140,3.19,2.90 2.43 3.19 2.90 2.43 3.02 2.62 2.14
"",No. 3,38 x 184,3.94,3.61 2.95 4.17 3.61 2.95 3.68 3.18 2.60
"",,38 x 235,4.63,4.36 3.61 5.08 4.42 3.61 4.50 3.89 3.18
"",,38 x 286,5.27,4.96 4.19 5.74 5.13 4.19 5.22 4.52 3.69
"",Construction,38 x 89,2.03,1.84 1.61 2.03 1.84 1.61 2.03 1.84 1.61
"",Standard,38 x 89,1.96,1.71 1.39 1.96 1.71 1.39 1.74 1.50 1.23
"",,,,"Maximum Span, m"
"",,,,Joists with Ceilings Attached to Wood Furring Joists with Concrete Topping
Commercial,,,,
"",Grade,"Joist Size, mm",,Without Bridging With Bridging With or Without Bridging(2)
Designation,,,,
"",,,,"Joist Spacing, mm Joist Spacing, mm Joist Spacing, mm"
"",,,300,400 600 300 400 600 300 400 600
"",,38 x 89,2.06,1.87 1.64 2.06 1.87 1.64 2.06 1.87 1.64
"",,38 x 140,3.24,2.95 2.57 3.24 2.95 2.57 3.24 2.95 2.57
"",Select Structural,38 x 184,4.00,3.77 3.38 4.26 3.87 3.38 4.26 3.87 3.38
"",,38 x 235,4.70,4.43 4.05 5.16 4.91 4.32 5.45 4.95 4.32
"",,38 x 286,5.35,5.04 4.61 5.84 5.55 5.23 6.45 6.01 5.26
"",,38 x 89,1.99,1.81 1.58 1.99 1.81 1.58 1.99 1.81 1.58
Spruce – Pine –,,,,
Fir (includes,,38 x 140,3.14,2.85 2.49 3.14 2.85 2.49 3.14 2.85 2.49
Spruce (all,,,,
"",No. 1 and No. 2,38 x 184,3.87,3.64 3.27 4.12 3.75 3.27 4.12 3.75 3.27
species except,,,,
Coast Sitka,,38 x 235,4.55,4.28 3.91 4.99 4.75 4.18 5.27 4.79 4.13
"Spruce), Jack",,,,
"4.79Pine, Lodgepole",,38 x 286,5.18,4.88 4.46 5.65 5.37 5.06 6.23 5.81
"Pine, Balsam Fir",,38 x 89,1.96,1.78 1.55 1.96 1.78 1.55 1.96 1.78 1.50
and Alpine Fir),,,,
"",,38 x 140,3.08,2.80 2.43 3.08 2.80 2.43 3.02 2.62 2.14
"",No. 3,38 x 184,3.80,3.58 2.95 4.05 3.61 2.95 3.68 3.18 2.60
"",,38 x 235,4.47,4.21 3.61 4.90 4.42 3.61 4.50 3.89 3.18
"",,38 x 286,5.09,4.79 4.19 5.55 5.13 4.19 5.22 4.52 3.69
"",Construction,38 x 89,1.96,1.78 1.55 1.96 1.78 1.55 1.96 1.78 1.55
"",Standard,38 x 89,1.88,1.71 1.44 1.88 1.71 1.44 1.80 1.56 1.27
"",,,,"Maximum Span, m",
"",,,,Joists with Ceilings Attached to Wood Furring,Joists with Concrete Topping
Commercial,,,,,
"",Grade,"Joist Size, mm",,Without Bridging With Bridging,With or Without Bridging(2)
Designation,,,,,
"",,,,"Joist Spacing, mm Joist Spacing, mm","Joist Spacing, mm"
"",,,300,400 600 300 400 600,300 400 600
"",,38 x 89,1.84,1.68 1.46 1.84 1.68 1.46,1.84 1.68 1.46
"",,38 x 140,2.90,2.63 2.30 2.90 2.63 2.30,2.90 2.63 2.30
"",Select Structural,38 x 184,3.58,3.37 3.03 3.81 3.46 3.03,3.81 3.46 3.03
"",,38 x 235,4.20,3.96 3.62 4.61 4.39 3.86,4.87 4.42 3.86
"",,38 x 286,4.79,4.51 4.12 5.22 4.96 4.68,5.76 5.37 4.54
"",,38 x 89,1.80,1.64 1.43 1.80 1.64 1.43,1.80 1.64 1.43
Northern,,38 x 140,2.83,2.57 2.25 2.83 2.57 2.25,2.83 2.57 2.23
Species,,,,,
(includes any,No. 1 and No. 2,38 x 184,3.50,3.29 2.96 3.72 3.38 2.96,3.72 3.32 2.71
Canadian,,,,,
"",,38 x 235,4.11,3.87 3.54 4.51 4.29 3.76,4.69 4.06 3.31
species covered,,,,,
by the NLGA,,38 x 286,4.68,4.40 4.03 5.10 4.85 4.36,5.44 4.71 3.84
Standard,,,,,
Grading Rules),,38 x 89,1.76,1.60 1.36 1.76 1.60 1.36,1.70 1.47 1.20
"",,38 x 140,2.75,2.38 1.94 2.75 2.38 1.94,2.42 2.10 1.71
"",No. 3,38 x 184,3.35,2.90 2.37 3.35 2.90 2.37,2.95 2.55 2.08
"",,38 x 235,4.01,3.54 2.89 4.09 3.54 2.89,3.61 3.12 2.55
"",,38 x 286,4.56,4.11 3.36 4.75 4.11 3.36,4.18 3.62 2.96
